,Restaurant Name,City,Cuisine,Meal Name,Meal Price (€),Restaurant Rating,Meal Rating
2220,Zesty Burger Spot Trier,Trier,Chinese,Spring Rolls,13.7,3.0,1.6
2221,Grand Table Frankfurt am Main,Frankfurt am Main,French,Soufflé,77.54,3.8,3.2
2222,Flavorful Feast Augsburg,Augsburg,French,Croissant,14.57,4.4,1.7
2223,Flavorful Cafe Bremerhaven,Bremerhaven,French,Moules Marinières,26.28,4.5,1.2
2224,Crispy Retreat Chemnitz,Chemnitz,Mexican,Tostadas,8.27,1.4,1.7
2225,Gourmet Palace Potsdam,Potsdam,French,Cassoulet,76.57,2.3,1.2
2226,Smoky Barbecue Braunschweig,Braunschweig,French,French Onion Soup,10.74,1.3,4.5
2227,Fresh Nest Offenbach,Offenbach,Turkish,Hamsili Pilav,35.55,4.6,1.8
2228,Succulent Bistro Cologne,Cologne,French,Beef Bourguignon,64.3,3.0,3.3
2229,Heavenly Palace Hamburg,Hamburg,Mexican,Churros,11.84,2.6,2.3
2230,Fusion Oasis Bonn,Bonn,Indian,Rogan Josh,3.9,4.7,1.9
2231,Golden Resto Hanover,Hanover,German,Rinderroulade,62.77,4.9,2.8
2232,Spicy Table Oberhausen,Oberhausen,Italian,Tagliatelle al Tartufo,5.79,1.3,2.0
2233,Fusion Diner Lübeck,Lübeck,German,Eisbein mit Sauerkraut,43.36,3.9,1.2
2234,Heavenly Feast Mülheim,Mülheim,French,Macarons,53.42,4.8,3.5
2235,Exquisite Nest Bremerhaven,Bremerhaven,Italian,Risotto,52.59,2.9,2.7
2236,Gourmet Delights Kassel,Kassel,Japanese,Natto with Rice,63.52,3.2,1.6
2237,Heavenly Delights Bielefeld,Bielefeld,Turkish,Karniyarik,60.35,4.4,4.4
2238,Flavorful Cafe Düsseldorf,Düsseldorf,German,Pretzel & Beer,59.94,1.7,4.1
2239,Smoky Burger Spot Mainz,Mainz,German,Spätzle,23.52,2.2,2.3
2240,Succulent Den Aachen,Aachen,Mexican,Guacamole & Chips,24.37,3.4,3.3
2241,Tasty House Braunschweig,Braunschweig,Mexican,Sopes,72.42,2.3,3.9
2242,Fusion Bites Trier,Trier,Mexican,Sopes,52.99,4.1,2.6
2243,Elegant Retreat Wolfsburg,Wolfsburg,Italian,Lasagna,28.14,4.9,1.8
2244,Divine Barbecue Oberhausen,Oberhausen,Mexican,Pozole,37.23,2.7,1.1
2245,Juicy Diner Leverkusen,Leverkusen,French,Crème Brûlée,19.94,3.6,4.0
2246,Vibrant Burger Spot Düsseldorf,Düsseldorf,Indian,Idli Sambar,18.12,4.2,3.1
2247,Tasty Bites Mannheim,Mannheim,Italian,Parmigiana,52.52,1.7,1.5
2248,Sizzling Barbecue Wolfsburg,Wolfsburg,Mexican,Tamales,67.03,4.5,2.8
2249,Grand Grove Bremerhaven,Bremerhaven,Thai,Khao Pad Sapparod (Pineapple Fried Rice),40.78,4.6,1.2
2250,Elegant Heaven Augsburg,Augsburg,Mediterranean,Shawarma,72.51,4.7,1.5
2251,Tasty Palace Halle (Saale),Halle (Saale),Chinese,Dim Sum,70.23,2.4,4.8
2252,Juicy Corner Pforzheim,Pforzheim,Indian,Biryani,25.08,3.6,3.0
2253,Zesty Delights Göttingen,Göttingen,Thai,Kanom Krok (Coconut Pancakes),45.76,3.9,4.2
2254,Golden Retreat Hanover,Hanover,Japanese,Takoyaki,58.43,1.0,3.6
2255,Succulent Cellar Herne,Herne,Japanese,Soba Noodles,5.74,1.5,2.7
2256,Crispy Cuisine Nuremberg,Nuremberg,French,Macarons,71.21,4.9,3.0
2257,Crispy Delights Mainz,Mainz,Japanese,Yakitori,48.48,3.6,4.5
2258,Juicy Feast Dortmund,Dortmund,Mexican,Tostadas,50.9,4.1,1.5
2259,Royal Gastronomy Koblenz,Koblenz,Chinese,Peking Duck,71.0,4.0,3.4
2260,Vibrant Burger Spot Mannheim,Mannheim,Mediterranean,Baba Ganoush,6.87,1.8,3.2
2261,Royal Feast Siegen,Siegen,Turkish,Manti,55.64,2.3,3.2
2262,Divine Cellar Salzgitter,Salzgitter,Turkish,Etli Ekmek,65.93,3.2,4.4
2263,Crispy Cuisine Bonn,Bonn,Mexican,Sopes,49.19,2.1,3.1
2264,Elegant Tavern Wolfsburg,Wolfsburg,Turkish,Baklava,24.64,4.7,2.4
2265,Golden Flavors Chemnitz,Chemnitz,Thai,Satay Skewers,13.23,1.4,2.4
2266,Gourmet Palace Reutlingen,Reutlingen,Thai,Tom Yum Soup,26.46,4.5,3.0
2267,Succulent Grill Potsdam,Potsdam,Turkish,Adana Kebab,48.85,2.1,3.6
2268,Savory Food Spot Essen,Essen,Turkish,Manti,50.45,3.1,4.6
2269,Delicious Delights Halle (Saale),Halle (Saale),German,Weißwurst,23.6,3.3,1.9
2270,Spicy Tavern Lübeck,Lübeck,Chinese,Peking Duck,23.26,3.3,1.3
2271,Exquisite House Gelsenkirchen,Gelsenkirchen,Chinese,Spring Rolls,57.84,4.1,4.5
2272,Zesty Cafe Göttingen,Göttingen,German,Leberkäse,79.65,3.3,1.4
2273,Yummy Pizza House Frankfurt am Main,Frankfurt am Main,French,Quiche Lorraine,51.17,2.3,2.3
2274,Delicious Gastronomy Wolfsburg,Wolfsburg,French,Bouillabaisse,66.79,2.9,3.2
2275,Vibrant Burger Spot Stuttgart,Stuttgart,Indian,Chicken Tikka Masala,20.98,3.0,5.0
2276,Tasty Oasis Stuttgart,Stuttgart,French,Moules Marinières,63.44,4.1,1.8
2277,Gourmet Cuisine Münster,Münster,Indian,Dosa,61.87,1.4,3.6
2278,Royal Retreat Bottrop,Bottrop,Indian,Ras Malai,30.21,2.6,2.9
2279,Sizzling Delights Pforzheim,Pforzheim,Turkish,Etli Ekmek,72.35,4.1,1.6
2280,Savory Diner Leipzig,Leipzig,French,Baguette with Cheese,59.48,1.9,3.4
2281,Sizzling Corner Cologne,Cologne,Turkish,Pide,61.44,2.6,1.7
2282,Golden Nest Leipzig,Leipzig,Japanese,Shabu Shabu,12.12,1.2,4.3
2283,Divine Grill Nuremberg,Nuremberg,German,Rinderroulade,17.89,2.3,1.5
2284,Fresh Resto Lübeck,Lübeck,Thai,Pad Thai,24.04,1.9,1.2
2285,Golden Diner Mülheim,Mülheim,Indian,Pav Bhaji,43.98,1.3,1.2
2286,Rustic Cellar Trier,Trier,Mexican,Mole Poblano,25.23,4.0,3.1
2287,Spicy Den Siegen,Siegen,Japanese,Unagi Don,53.4,1.4,3.1
2288,Zesty Eats Nuremberg,Nuremberg,Japanese,Okonomiyaki,53.77,3.0,3.0
2289,Authentic Barbecue Siegen,Siegen,French,French Onion Soup,23.19,2.3,4.4
2290,Heavenly Den Dortmund,Dortmund,Thai,Thai Fried Rice,62.63,2.2,4.0
2291,Delicious Gastronomy Dresden,Dresden,German,Käsespätzle,18.41,3.4,2.4
2292,Gourmet Retreat Nuremberg,Nuremberg,Thai,Pad Kra Pao,62.84,2.0,1.2
2293,Rustic Kitchen Offenbach,Offenbach,Mediterranean,Shawarma,65.46,2.6,3.9
2294,Rustic Feast Bonn,Bonn,Turkish,Etli Ekmek,45.42,1.3,1.6
2295,Vibrant Den Bochum,Bochum,German,Maultaschen,8.37,3.1,2.6
2296,Royal Tavern Bottrop,Bottrop,Thai,Tom Kha Gai,68.53,2.3,4.9
2297,Divine Table Stuttgart,Stuttgart,Italian,Calzone,60.73,2.9,4.4
2298,Cozy Bites Göttingen,Göttingen,Japanese,Tempura,61.86,4.4,4.0
2299,Vibrant Kitchen Mannheim,Mannheim,Mediterranean,Baba Ganoush,69.4,2.6,3.3
2300,Flavorful Eats Bonn,Bonn,Thai,Kanom Krok (Coconut Pancakes),9.71,2.4,2.8
2301,Smoky Food Spot Dresden,Dresden,Mexican,Mole Poblano,34.35,1.7,3.2
2302,Tasty Kitchen Reutlingen,Reutlingen,German,Brezel mit Obatzda,9.34,4.0,1.4
2303,Cozy Gastronomy Düsseldorf,Düsseldorf,Japanese,Sushi Combo,78.2,1.1,2.5
2304,Savory Flavors Bochum,Bochum,French,Beef Bourguignon,1.41,2.5,4.0
2305,Flavorful Gastronomy Munich,Munich,Indian,Pav Bhaji,12.08,4.1,4.7
2306,Yummy Delights Dortmund,Dortmund,Mexican,Quesadilla,19.18,3.6,2.0
2307,Smoky Diner Oberhausen,Oberhausen,French,Croissant,52.97,3.5,4.7
2308,Zesty Cellar Potsdam,Potsdam,Mediterranean,Briam,43.76,1.3,2.3
2309,Exquisite Delights Leipzig,Leipzig,Italian,Pasta Carbonara,39.04,2.8,2.1
2310,Zesty Cafe Halle (Saale),Halle (Saale),Indian,Ras Malai,50.92,3.1,4.0
2311,Divine Oasis Leverkusen,Leverkusen,Japanese,Shabu Shabu,6.39,1.3,1.1
2312,Fresh Cuisine Mülheim,Mülheim,Turkish,Meze Platter,66.8,3.7,3.7
2313,Sizzling Eats Bonn,Bonn,Turkish,Baklava,73.26,4.6,2.6
2314,Fusion Resto Bremerhaven,Bremerhaven,Indian,Chole Bhature,13.2,3.4,1.7
2315,Grand Cafe Duisburg,Duisburg,Thai,Khao Soi,33.43,1.7,4.4
2316,Golden Gastronomy Reutlingen,Reutlingen,French,Crème Brûlée,49.6,1.4,1.4
2317,Exotic Flavors Münster,Münster,Chinese,Peking Duck,16.64,4.4,2.6
2318,Succulent Cafe Bonn,Bonn,Thai,Panang Curry,49.38,4.3,1.9
2319,Delicious Cuisine Herne,Herne,Mexican,Pozole,2.15,1.8,2.0
2320,Grand Cuisine Koblenz,Koblenz,Turkish,Karniyarik,7.99,3.8,2.0
2321,Tasty Cafe Trier,Trier,Japanese,Chirashi Sushi,47.77,3.9,1.9
2322,Exotic Retreat Potsdam,Potsdam,Mexican,Mole Poblano,79.95,4.6,4.8
2323,Zesty Gastronomy Dresden,Dresden,Italian,Calzone,55.25,3.8,2.8
2324,Tasty Bites Mannheim,Mannheim,Indian,Idli Sambar,34.55,4.7,4.7
2325,Sizzling Oasis Leverkusen,Leverkusen,Turkish,Baklava,44.57,1.5,2.6
2326,Exquisite Bites Hamburg,Hamburg,Chinese,Mapo Tofu,7.11,1.9,1.8
2327,Flavorful Den Bochum,Bochum,Indian,Idli Sambar,63.45,3.5,3.9
2328,Zesty Bites Leverkusen,Leverkusen,Italian,Arancini,53.43,4.6,1.0
2329,Heavenly Grill Duisburg,Duisburg,Italian,Risotto,53.52,1.6,4.1
2330,Yummy Bites Offenbach,Offenbach,Italian,Gnocchi,33.91,3.8,3.0
2331,Juicy Food Spot Wuppertal,Wuppertal,Thai,Tom Yum Soup,31.33,4.1,3.9
2332,Succulent Nest Offenbach,Offenbach,Japanese,Yakitori,11.92,3.3,4.2
2333,Vibrant Barbecue Bielefeld,Bielefeld,Mediterranean,Grilled Halloumi,79.07,2.5,3.2
2334,Flavorful Cuisine Berlin,Berlin,Mediterranean,Spanakopita,25.83,1.1,4.5
2335,Cozy Gastronomy Heilbronn,Heilbronn,French,Soufflé,76.52,4.4,4.0
2336,Savory Retreat Salzgitter,Salzgitter,Thai,Tom Yum Soup,21.84,4.2,2.3
2337,Flavorful Eats Bottrop,Bottrop,Mediterranean,Greek Salad,14.59,1.3,1.6
2338,Grand Bistro Nuremberg,Nuremberg,Japanese,Chirashi Sushi,13.72,1.6,3.7
2339,Spicy Pizza House Magdeburg,Magdeburg,Indian,Ras Malai,39.7,4.4,3.1
2340,Exquisite Cellar Mülheim,Mülheim,Mediterranean,Falafel,50.52,1.7,1.7
2341,Succulent Flavors Bremerhaven,Bremerhaven,Japanese,Soba Noodles,13.06,3.0,1.8
2342,Gourmet Barbecue Kassel,Kassel,Mexican,Pozole,15.06,2.3,1.2
2343,Heavenly Retreat Cologne,Cologne,Turkish,Cacik,79.1,1.5,3.1
2344,Zesty Gastronomy Wolfsburg,Wolfsburg,Mediterranean,Dolma,29.65,3.2,3.5
2345,Tasty Tavern Düsseldorf,Düsseldorf,French,Beef Bourguignon,48.09,3.6,2.9
2346,Gourmet Barbecue Pforzheim,Pforzheim,Thai,Khao Pad Sapparod (Pineapple Fried Rice),74.99,4.2,2.6
2347,Fresh Corner Bottrop,Bottrop,Chinese,Sesame Chicken,66.26,1.7,2.9
2348,Delicious Gastronomy Chemnitz,Chemnitz,German,Brezel mit Obatzda,28.29,1.0,2.5
2349,Tasty House Siegen,Siegen,Turkish,Köfte,49.65,2.7,2.3
2350,Royal Feast Salzgitter,Salzgitter,German,Leberkäse,50.46,4.3,4.7
2351,Authentic Cafe Potsdam,Potsdam,Chinese,Century Egg Congee,53.36,4.7,2.0
2352,Flavorful Den Bremerhaven,Bremerhaven,Japanese,Onigiri,2.55,4.6,3.1
2353,Rustic Bites Erlangen,Erlangen,Japanese,Tempura,4.71,2.9,2.4
2354,Vibrant Burger Spot Duisburg,Duisburg,German,Schnitzel,10.3,4.4,1.6
2355,Yummy Nest Augsburg,Augsburg,Mexican,Churros,69.76,4.4,2.8
2356,Elegant Eats Wolfsburg,Wolfsburg,Mexican,Enchiladas,50.24,3.6,1.9
2357,Exotic Table Düsseldorf,Düsseldorf,Turkish,Kumpir,47.3,1.4,4.1
2358,Cozy Delights Cologne,Cologne,Indian,Idli Sambar,73.37,2.7,1.2
2359,Elegant Tavern Regensburg,Regensburg,Italian,Penne Arrabbiata,12.66,3.1,2.3
2360,Exotic Nest Bielefeld,Bielefeld,Chinese,Dim Sum,24.09,4.3,3.6
2361,Smoky Flavors Essen,Essen,Thai,Tod Mun Pla (Fish Cakes),27.6,3.8,2.8
2362,Delicious Grill Lübeck,Lübeck,Italian,Penne Arrabbiata,72.07,4.2,1.9
2363,Authentic Gastronomy Berlin,Berlin,Japanese,Ramen Bowl,30.18,2.4,3.1
2364,Spicy Den Trier,Trier,Indian,Biryani,27.35,4.9,3.6
2365,Savory Corner Berlin,Berlin,Indian,Pani Puri,22.71,1.0,4.0
2366,Gourmet Gastronomy Mülheim,Mülheim,Mexican,Ceviche,51.04,3.5,2.9
2367,Smoky Kitchen Bottrop,Bottrop,German,Labskaus,23.85,2.1,2.6
2368,Flavorful Diner Mannheim,Mannheim,Indian,Pav Bhaji,63.37,2.8,2.1
2369,Delicious Corner Wuppertal,Wuppertal,Indian,Gulab Jamun,68.93,4.2,3.1
2370,Flavorful Table Siegen,Siegen,German,Eisbein mit Sauerkraut,29.53,2.8,4.3
2371,Delicious Cellar Gelsenkirchen,Gelsenkirchen,Thai,Som Tum (Papaya Salad),65.28,3.0,2.2
2372,Elegant Kitchen Göttingen,Göttingen,French,Moules Marinières,24.52,1.1,1.0
2373,Heavenly Barbecue Dresden,Dresden,Japanese,Natto with Rice,56.52,1.2,2.7
2374,Sizzling Corner Hamburg,Hamburg,Japanese,Teriyaki Chicken,75.53,2.5,1.2
2375,Smoky Barbecue Stuttgart,Stuttgart,Italian,Bruschetta,53.74,3.1,1.7
2376,Vibrant Heaven Mülheim,Mülheim,Mexican,Tacos,71.4,2.4,4.2
2377,Tasty Cuisine Salzgitter,Salzgitter,Mediterranean,Paella,7.56,1.4,2.9
2378,Exquisite Hub Münster,Münster,Chinese,Mapo Tofu,42.16,1.4,3.8
2379,Rustic Eats Augsburg,Augsburg,Mediterranean,Kibbeh,26.77,2.6,2.9
2380,Heavenly Nest Halle (Saale),Halle (Saale),German,Matjes Brötchen,30.03,1.9,2.8
2381,Exquisite Diner Salzgitter,Salzgitter,Mediterranean,Grilled Halloumi,35.82,2.5,1.4
2382,Yummy Table Bochum,Bochum,Mexican,Elote,51.87,3.2,2.4
2383,Tasty Den Hamburg,Hamburg,Mediterranean,Spanakopita,64.6,4.5,4.4
2384,Spicy Den Heilbronn,Heilbronn,French,Cassoulet,15.58,2.0,3.2
2385,Spicy Den Siegen,Siegen,Japanese,Chirashi Sushi,29.71,3.5,2.3
2386,Royal Pizza House Essen,Essen,Mexican,Enchiladas,40.86,3.6,3.1
2387,Vibrant Bites Erlangen,Erlangen,German,Kartoffelsalat,27.77,1.6,4.7
2388,Savory Pizza House Regensburg,Regensburg,Indian,Samosa,19.93,2.7,3.5
2389,Golden Cuisine Dresden,Dresden,Chinese,Wonton Soup,27.53,3.4,2.7
2390,Succulent Grill Mainz,Mainz,French,Beef Bourguignon,64.39,3.7,1.1
2391,Tasty Grill Herne,Herne,Thai,Larb Gai,18.41,3.8,1.5
2392,Zesty Retreat Düsseldorf,Düsseldorf,Indian,Chole Bhature,17.97,3.1,4.6
2393,Juicy Cafe Kassel,Kassel,Indian,Palak Paneer,49.39,4.4,1.7
2394,Juicy Gastronomy Wolfsburg,Wolfsburg,Thai,Kanom Krok (Coconut Pancakes),24.4,4.6,1.2
2395,Gourmet Palace Heidelberg,Heidelberg,French,Bouillabaisse,56.64,4.4,1.8
2396,Cozy Tavern Magdeburg,Magdeburg,Mediterranean,Tzatziki,58.57,3.0,2.7
2397,Flavorful Cafe Essen,Essen,Thai,Thai Fried Rice,17.91,2.7,3.3
2398,Grand Cellar Gelsenkirchen,Gelsenkirchen,Mediterranean,Manakeesh,10.98,1.7,1.8
2399,Vibrant Cafe Munich,Munich,Mexican,Nachos,18.26,2.6,3.1
2400,Cozy Gastronomy Munich,Munich,German,Weißwurst,10.89,2.3,3.9
2401,Zesty Kitchen Nuremberg,Nuremberg,Indian,Pav Bhaji,50.99,4.9,3.4
2402,Vibrant Retreat Siegen,Siegen,Indian,Ras Malai,47.57,4.5,1.3
2403,Heavenly Nest Berlin,Berlin,Italian,Bolognese Pasta,66.81,4.8,4.8
2404,Vibrant Corner Wuppertal,Wuppertal,French,Baguette with Cheese,13.93,4.8,1.0
2405,Succulent Cellar Nuremberg,Nuremberg,Mexican,Tacos,75.38,4.8,2.6
2406,Heavenly Flavors Münster,Münster,German,Weißwurst,44.86,1.3,4.6
2407,Juicy Diner Aachen,Aachen,Turkish,Karniyarik,78.97,2.8,3.0
2408,Zesty Tavern Reutlingen,Reutlingen,Thai,Som Tum (Papaya Salad),62.44,4.5,3.3
2409,Delicious Gastronomy Chemnitz,Chemnitz,Mexican,Horchata,10.84,3.2,4.5
2410,Delicious Delights Chemnitz,Chemnitz,Indian,Rogan Josh,68.12,2.3,3.6
2411,Fresh Oasis Siegen,Siegen,French,Moules Marinières,13.82,1.2,3.8
2412,Divine Pizza House Heidelberg,Heidelberg,Chinese,Sichuan Hot Pot,50.73,1.1,3.3
2413,Tasty Table Leipzig,Leipzig,Mexican,Enchiladas,24.92,1.2,1.7
2414,Elegant Oasis Salzgitter,Salzgitter,French,Macarons,51.6,1.9,4.2
2415,Spicy Den Munich,Munich,Thai,Khao Pad Sapparod (Pineapple Fried Rice),57.52,2.5,2.9
2416,Sizzling Cellar Kassel,Kassel,Indian,Pav Bhaji,60.3,2.0,4.8
2417,Fresh Burger Spot Chemnitz,Chemnitz,Indian,Chicken Tikka Masala,36.22,3.4,4.2
2418,Heavenly Cuisine Bonn,Bonn,Indian,Chole Bhature,69.46,4.8,4.5
2419,Golden Resto Berlin,Berlin,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),71.45,1.4,4.6
2420,Elegant Feast Düsseldorf,Düsseldorf,German,Leberkäse,65.7,3.8,1.2
2421,Sizzling Pizza House Trier,Trier,Turkish,Cacik,43.03,1.1,4.0
2422,Yummy Oasis Bergisch Gladbach,Bergisch Gladbach,Thai,Green Curry,64.17,4.7,1.6
2423,Juicy Bistro Leverkusen,Leverkusen,French,Soufflé,3.29,4.0,4.5
2424,Savory Flavors Aachen,Aachen,Japanese,Teriyaki Chicken,55.51,4.3,3.4
2425,Spicy Den Pforzheim,Pforzheim,Mediterranean,Dolma,59.34,3.0,2.3
2426,Flavorful Eats Munich,Munich,Thai,Mango Sticky Rice,71.56,2.9,3.7
2427,Rustic Retreat Koblenz,Koblenz,Turkish,Kumpir,61.73,2.6,2.7
2428,Golden Bistro Gelsenkirchen,Gelsenkirchen,Mediterranean,Baba Ganoush,8.86,1.4,5.0
2429,Cozy Table Duisburg,Duisburg,Chinese,Lotus Root Salad,61.51,3.4,2.7
2430,Cozy Nest Wolfsburg,Wolfsburg,Thai,Thai Fried Rice,58.87,3.3,4.4
2431,Zesty Bites Heilbronn,Heilbronn,Indian,Rogan Josh,71.06,1.5,1.9
2432,Tasty Cuisine Potsdam,Potsdam,Mediterranean,Shakshuka,77.34,4.0,2.7
2433,Vibrant Palace Stuttgart,Stuttgart,German,Eisbein mit Sauerkraut,71.63,1.3,1.1
2434,Tasty House Leverkusen,Leverkusen,Japanese,Shabu Shabu,70.64,2.0,3.6
2435,Gourmet Diner Heidelberg,Heidelberg,German,Rinderroulade,62.24,3.9,4.5
2436,Vibrant Cellar Oberhausen,Oberhausen,German,Eisbein mit Sauerkraut,51.72,4.1,4.2
2437,Elegant Corner Bremerhaven,Bremerhaven,Italian,Tiramisu,67.49,2.3,2.4
2438,Crispy Delights Bremerhaven,Bremerhaven,Italian,Penne Arrabbiata,73.21,3.8,2.4
2439,Crispy Burger Spot Munich,Munich,Mediterranean,Grilled Halloumi,54.01,1.7,2.0
2440,Exotic Flavors Berlin,Berlin,Italian,Lasagna,57.64,2.1,3.7
2441,Savory Kitchen Münster,Münster,Japanese,Tempura,54.74,3.5,2.7
2442,Crispy Oasis Frankfurt am Main,Frankfurt am Main,German,Currywurst,63.25,1.8,2.6
2443,Rustic Cafe Bottrop,Bottrop,Thai,Tom Yum Soup,2.04,1.2,2.4
2444,Exquisite Burger Spot Wolfsburg,Wolfsburg,German,Schnitzel,2.56,2.2,2.9
2445,Tasty Heaven Dresden,Dresden,German,Matjes Brötchen,73.99,1.9,4.9
2446,Exquisite Flavors Heilbronn,Heilbronn,Indian,Butter Chicken,16.9,3.0,3.3
2447,Elegant Cellar Frankfurt am Main,Frankfurt am Main,German,Pretzel & Beer,24.56,4.0,2.4
2448,Authentic Delights Wolfsburg,Wolfsburg,Mexican,Tostadas,17.0,2.2,4.4
2449,Succulent Grill Dortmund,Dortmund,Thai,Tom Yum Soup,24.99,1.0,1.5
2450,Heavenly Cuisine Offenbach,Offenbach,Japanese,Sushi Combo,58.97,3.3,4.2
2451,Heavenly Eats Aachen,Aachen,German,Rinderroulade,10.54,4.4,3.5
2452,Sizzling Retreat Bergisch Gladbach,Bergisch Gladbach,Mediterranean,Dolma,54.86,1.7,2.7
2453,Succulent Palace Heilbronn,Heilbronn,Italian,Gnocchi,17.48,4.8,1.2
2454,Yummy Nest Leverkusen,Leverkusen,Thai,Khao Pad Sapparod (Pineapple Fried Rice),66.26,3.4,1.2
2455,Tasty Gastronomy Salzgitter,Salzgitter,German,Schnitzel,55.97,2.0,2.8
2456,Royal Food Spot Essen,Essen,Thai,Tom Yum Soup,59.84,4.7,1.3
2457,Grand Gastronomy Bonn,Bonn,Indian,Rogan Josh,42.45,2.8,4.4
2458,Authentic Kitchen Regensburg,Regensburg,Italian,Parmigiana,39.7,2.8,3.9
2459,Exotic Feast Bochum,Bochum,Turkish,Kumpir,17.95,2.0,3.8
2460,Delicious Cellar Düsseldorf,Düsseldorf,Thai,Pad Kra Pao,57.63,5.0,1.1
2461,Zesty Cuisine Reutlingen,Reutlingen,Japanese,Tempura,36.2,2.5,4.3
2462,Royal Feast Braunschweig,Braunschweig,Italian,Lasagna,37.28,2.5,2.6
2463,Grand Resto Wuppertal,Wuppertal,Indian,Dal Makhani,77.57,3.4,2.2
2464,Divine Eats Chemnitz,Chemnitz,Thai,Tom Yum Soup,2.85,1.1,4.5
2465,Smoky Diner Chemnitz,Chemnitz,Mexican,Mole Poblano,18.4,5.0,3.8
2466,Delicious Delights Hamburg,Hamburg,Japanese,Gyoza,17.87,3.6,2.9
2467,Flavorful Nest Münster,Münster,Indian,Tandoori Chicken,11.37,1.8,1.0
2468,Heavenly Den Düsseldorf,Düsseldorf,French,Croissant,28.48,1.6,4.2
2469,Cozy Gastronomy Göttingen,Göttingen,Turkish,Etli Ekmek,38.16,2.1,2.1
2470,Exquisite Burger Spot Stuttgart,Stuttgart,Mexican,Ceviche,19.41,3.3,3.5
2471,Gourmet Palace Mannheim,Mannheim,Italian,Tiramisu,6.75,4.6,1.8
2472,Elegant Flavors Bochum,Bochum,French,Coq au Vin,10.86,2.5,4.4
2473,Juicy Grill Hamburg,Hamburg,Japanese,Tempura,46.09,3.1,1.6
2474,Smoky Cellar Potsdam,Potsdam,Turkish,Kumpir,41.17,2.6,3.1
2475,Cozy Nest Bonn,Bonn,French,Coq au Vin,45.41,4.9,5.0
2476,Golden Cafe Lübeck,Lübeck,Indian,Pav Bhaji,10.08,4.1,1.3
2477,Vibrant Diner Regensburg,Regensburg,Chinese,Sichuan Hot Pot,60.78,3.3,1.0
2478,Savory Eats Offenbach,Offenbach,German,Currywurst,43.37,4.8,1.5
2479,Savory Pizza House Hanover,Hanover,German,Currywurst,4.76,2.6,3.2
2480,Delicious Grove Erlangen,Erlangen,Thai,Tom Yum Soup,74.6,1.8,1.1
2481,Sizzling Diner Trier,Trier,German,Brezel mit Obatzda,7.19,3.1,4.3
2482,Fresh Bistro Aachen,Aachen,Indian,Rogan Josh,55.54,3.3,1.7
2483,Crispy Kitchen Bergisch Gladbach,Bergisch Gladbach,Mediterranean,Falafel,76.0,4.0,4.1
2484,Delicious House Hamburg,Hamburg,Japanese,Tempura,66.46,4.4,3.7
2485,Exotic Palace Hamburg,Hamburg,Mediterranean,Briam,34.69,3.3,4.8
2486,Fresh Corner Braunschweig,Braunschweig,Indian,Samosa,13.89,4.1,3.3
2487,Fresh Bistro Magdeburg,Magdeburg,Turkish,Iskender Kebab,18.79,3.1,2.3
2488,Spicy Eats Potsdam,Potsdam,Japanese,Ramen Bowl,47.92,1.7,1.8
2489,Delicious Resto Leipzig,Leipzig,Mexican,Enchiladas,35.57,2.5,3.7
2490,Grand Heaven Cologne,Cologne,Mexican,Elote,77.85,3.1,4.6
2491,Spicy Retreat Oberhausen,Oberhausen,Indian,Pav Bhaji,45.56,4.4,1.2
2492,Delicious Grill Berlin,Berlin,Mexican,Elote,73.89,2.1,3.3
2493,Juicy Hub Münster,Münster,Chinese,Spring Rolls,29.88,4.2,2.7
2494,Tasty Diner Augsburg,Augsburg,Mexican,Tostadas,29.33,3.8,4.2
2495,Sizzling Bites Heidelberg,Heidelberg,Japanese,Sushi Combo,52.27,2.0,2.2
2496,Divine Retreat Mülheim,Mülheim,French,Ratatouille,38.57,2.7,1.8
2497,Juicy Bistro Herne,Herne,Italian,Calzone,77.46,1.4,3.9
2498,Spicy Hub Dresden,Dresden,Chinese,Kung Pao Chicken,11.71,4.6,3.3
2499,Tasty Den Wolfsburg,Wolfsburg,Indian,Pav Bhaji,57.79,4.3,1.3
2500,Smoky Table Berlin,Berlin,Turkish,Pide,37.31,3.5,3.0
2501,Smoky Nest Bochum,Bochum,Italian,Fettuccine Alfredo,33.09,4.9,2.0
2502,Fresh Hub Braunschweig,Braunschweig,Indian,Idli Sambar,32.03,3.5,2.2
2503,Sizzling Diner Leipzig,Leipzig,Chinese,Kung Pao Chicken,67.47,3.9,3.0
2504,Juicy Burger Spot Regensburg,Regensburg,Italian,Tiramisu,75.92,4.5,2.9
2505,Royal Grill Augsburg,Augsburg,Japanese,Tonkatsu,58.02,4.3,1.9
2506,Grand Burger Spot Dresden,Dresden,Turkish,Menemen,4.21,2.5,4.9
2507,Fusion Table Essen,Essen,Japanese,Yakitori,44.22,4.4,4.7
2508,Zesty Bites Trier,Trier,Turkish,Pide,46.97,4.5,4.1
2509,Yummy Resto Oberhausen,Oberhausen,German,Labskaus,58.85,3.4,3.9
2510,Fresh Nest Chemnitz,Chemnitz,German,Labskaus,44.65,4.9,4.4
2511,Authentic Diner Münster,Münster,Chinese,Century Egg Congee,8.21,3.6,2.3
2512,Succulent Grove Aachen,Aachen,Italian,Risotto,14.03,1.8,3.4
